	elu0	elu30	elu60	elu90	elu120	elu150	elu180	elu210	elu240	elu270	elu300	elu330	elu360	elu390
YNL310C	0.01	-0.12	-0.18	0.06	0.13	0.06	0.3	0.19	-0.01	-0.14	-0.01	-0.11	-0.09	-0.09
YNL311C	-0.48	0.06	0.2	0.13	0.37	0.42	-0.02	-0.07	-0.06	0.02	0.13	-0.16	-0.55	0.01
YNL312W	-0.94	-0.21	-0.19	-0.15	0.4	0.4	0.57	0.48	0.14	0.16	-0.03	-0.12	-0.45	-0.07
YNL313C	-1.02	-0.47	-0.07	0.19	0.87	0.87	0.29	0.06	-0.11	0.33	0.18	-0.38	-0.57	-0.16
YNL314W	0.1	0	0.08	-0.2	-0.06	0.02	0.08	0.1	0.07	0	0.02	-0.08	-0.15	0.02
YNL315C	0.38	-0.57	-0.17	-0.38	0.16	0.17	0.04	0.04	-0.09	-0.08	0.27	0.17	0.05	0
YNL316C	0.55	-0.09	0.08	0.43	0.11	-0.02	-0.15	-0.02	-0.23	-0.15	0.11	-0.36	-0.19	-0.08
YNL317W	0.9	-0.01	-0.1	-0.1	0.12	0.12	-0.03	-0.22	-0.23	-0.29	0.09	-0.1	-0.29	0.16
YNL318C	-0.03	-0.29	0.01	0.25	0.61	0.09	0.14	-0.05	0.11	0.09	-0.15	-0.31	-0.53	0.07
YNL319W	0.17	0.25	-0.12	-0.04	-0.04	0.29	-0.02	0.17	-0.25	-0.31	0.43	-0.02	-0.48	-0.04
YNL320W	0.03	-0.19	-0.06	0.03	0.05	-0.11	0.3	0.05	-0.11	-0.13	0.16	0.05	-0.04	-0.04
YNL321W	-0.19	-0.16	-0.07	-0.35	-0.36	-0.29	-0.13	0.13	0.26	0.09	-0.05	0.43	0.25	0.44
YNL322C	1.13	-0.06	0.07	0.26	0.2	-0.05	0.18	-0.13	-0.19	-0.4	-0.19	-0.24	-0.35	-0.22
YNL323W	-0.43	-0.13	0.18	-0.31	-0.16	-0.14	-0.11	0.02	0.24	0.27	0.23	0.15	0.06	0.12
YNL324W	0.76	-0.19	0.16	0.22	0.23	0.02	0.07	-0.21	-0.21	-0.29	0.03	-0.19	-0.23	-0.16
YNL325C	0.49	0	0.12	0	0.22	0	0.1	0.05	-0.52	0.1	0.12	0.03	-0.85	0.14
YNL326C	0.03	-0.45	-0.16	-0.11	0.05	-0.25	-0.05	-0.18	-0.01	-0.07	0.19	0.4	0.32	0.29
YNL327W	0.92	-1.7	0.68	-1.35	-1.29	-1.35	-0.83	-1.06	0.15	0.92	0.83	2.16		1.9
YNL328C	-0.03	-0.27	-0.12	0.32	0.41	-0.19	0.13	-0.1	-0.38	-0.03	0.25	0.04	-0.25	0.19
YNL329C	0.1	-0.23	-0.01	0.24	0.09	-0.03	-0.12	-0.21	0.12	0.02	0.18	0.04	-0.21	0.04
YNL330C	0.9	-0.04	-0.34	-0.04	0.05	-0.26	0.14	0.1	0.02	-0.17	-0.17	0.05	-0.1	-0.14
YNL331C	0.05	-0.12	-0.12	-0.39	0.06	0.12	-0.04	0.14	0.15	-0.08	0	0.1	0.07	0.05
YNL332W	0.06	-0.1	0.01	0.06	0.19	-0.34	0.16	0.06	0.01	-0.17	-0.08	0.01	-0.06	0.16
YNL333W	-0.4	-0.46	-0.22	0.46	0.54	0.36	0.12	0.03	0.02	-0.58	0.11	0.04	-0.17	0.15
YNL334C	0.29	-0.39	0.59	0.05	0.33	0.07	0.32	0.16	-0.14	-0.21	-0.12	-0.29	-0.51	-0.16
YNL335W	-0.19	-0.36	-0.13	-0.17	0.15	0.38	-0.1	0.27	0.35	-0.04	0.05	0	-0.11	-0.08
YNL336W	0.92	0.16	0.08	0.05	-0.04	-0.25	0.17	-0.16	-0.18	-0.58	-0.04	-0.07	0.04	-0.11
YNL337W	0.03	-0.37	0.17	0.03	0.28	0.15	-0.07	0.06	0.11	-0.04	0.15	-0.01	-0.39	-0.11
YNL338W	0.33	-0.25	-0.13	-0.31	0.11	-0.31	-0.08	0.07	0.28	0.11	-0.18	0.21	0.07	0.09
YNL339C	-1.04	-0.42	-0.14	-0.16	0.39	-0.11	-0.05	0.53	0.34	0.32	-0.44	0.39	0.24	0.16
YNR001C	0.35	0	0	-0.15	-0.28	-0.48	0	0.08	0.2	0.05	0.02	0.45	0.01	-0.23
YNR002C	-0.66	-0.3	0.05	-0.27	-0.59	-0.16	0.06	0.17	0.22	0.18	0.01	0.62	0.24	0.43
YNR003C	-0.7	-0.24	-0.09	0.52	0.76	0.24	0.28	0.24	-0.09	-0.06	-0.04	-0.24	-0.53	-0.07
YNR004W	0.87	-0.41	0.22	-0.22	-0.02	0.11	0.24	0.05	-0.62	0.01	0.18	-0.33	0.27	-0.33
YNR005C	1.04	-0.08	0.43	0.17	0.3	-0.28	-0.04	-0.2	-0.32	-0.38	0.1	-0.24	-0.4	-0.11
YNR006W	0.88	-0.03	0.19	-0.27	-0.37	-0.35	-0.01	-0.16	0.06	-0.09	-0.08	0.23	-0.11	0.11
YNR007C	0.47	-0.25	0.33	0.09	-0.02	-0.22	-0.16	0.15	0.01	-0.35	-0.23	0.09	-0.01	0.12
YNR008W	-0.61	-0.07	-0.18	-0.21	-0.12	-0.09	-0.16	0.16	0.25	0.26	-0.09	0.28	0.18	0.4
YNR009W	-1.3	-1.38	0.75	-0.41	0.3	0.53	0.87	0.95	0.41	0.08	0.31	-0.06	-0.54	-0.49
YNR010W	0.84	0	0.05	0.24	0.24	-0.21	0.03	-0.25	-0.02	-0.16	0.06	-0.37	-0.39	-0.07
YNR011C	-0.64	-0.02	-0.2	0.14	0.18	-0.01	0.08	0.27	0.06	0.42	-0.04	0.06	-0.43	0.14
YNR012W	-1.33	0.17	0.64	0.47	0.36	0.16	0.1	0.08	-0.06	0.19	-0.25	-0.19	-0.57	0.23
YNR013C	-0.74	-0.05	-0.1	0.04	-0.05	-0.05	0.04	0.07		0.47	-0.19	0.43	-0.02	0.16
YNR014W	0.45	-0.26	0.04	0.09	0.18	0.23	0.06	0.01	0.07	-0.39	0.02	-0.07	-0.07	-0.36
YNR015W	-0.76	-0.22	-0.3	0.18	0.38	-0.03	0.36	0.19	0.11	0.02	-0.13	0.08	-0.15	0.27
YNR016C	-1.02	-0.36	-0.63	0.03	-0.07	-0.12	0.35	0.1	0.32	0.51	-0.22	0.37	0.12	0.61
YNR017W	-0.58	-0.42	-0.24	-0.1	0.24	-0.03	0.25	0.21	0.2	0.12	-0.19	0.17	0.29	0.08
YNR018W	-0.6	-0.05	-0.19	0.11	0.28	0.23	-0.09	-0.02	0.27	0.22	-0.1	0.06	-0.13	0.02
YNR019W	0.69	0.22	0.18	-0.28	0.04	-0.54	-0.58	-0.14	0.34	0.16	-0.28	0.18	-0.06	0.09
YNR020C	-0.33	-0.36	-0.27	-0.31	0.06	0.27	0.26	0.18	0.15	0.15	-0.01	0.15	0.12	-0.06
YNR021W	0.21	0.02	-0.32	-0.17	0.21	-0.2	0.36	0.1	0.04	0.04	-0.2	0	0.06	-0.15
YNR022C	-0.03	-0.72	-0.08	-0.27	0	0.16	0.12	0.32	0.19	0.13	0.37	-0.14	0.04	-0.1
YNR023W	0.11	-0.42	-0.14	-0.34	0.18	-0.01	-0.02	0.25	0.25	0.07	-0.29	0.22	0.48	-0.34
YNR024W	0.05	-0.23	0.14	0	0.54	0.46	-0.19	0.12	0.07	0.09	0.14	-0.5	-0.08	-0.61
YNR025C	0.03	0.18	0.07	-0.27	0.41	0.38	0.01	-0.08	-0.13	-0.19	0.19	-0.23	-0.19	-0.17
YNR026C	-0.25	0.09	-0.13	0.09	0.09	-0.36	0.01	0.32	0.09	0.08	-0.08	-0.01	-0.08	0.13
YNR027W	-0.38	-0.06	-0.15	0.01	0.21	0.12	0.03	0.17	0.11	0.31	0.04	0.18	-0.49	-0.1
YNR028W	-0.2	-0.23	-0.39	-0.33	-0.26	-0.17	0.19	0.34	0.36	0.29	0.28	0.14	-0.12	0.09
YNR029C	-0.28	-0.22	-0.26	-0.08	0.03	0.01	-0.14	0.13	0.21	0.37	-0.08	0.24	-0.04	0.1
YNR030W	-0.32	-0.11	-0.04	0.16	-0.09	-0.06	0.01	0.35	-0.08	-0.06	0.13	-0.06	-0.01	0.2
YNR031C	0.8	0.04	0.03	-0.34	0.09	-0.41	0.03	0.32	0.03	0.04	-0.18	0.09	-0.41	-0.11
YNR032W	0.27	-0.36	0.26	-0.34	-0.23	-0.13	-0.25	0.18	0.08	0.08	0.09	0.06	0.11	0.19
YNR033W	-0.33	-0.2	-0.16	-0.02	-0.1	-0.33	0.04	0.03	0.28	0.34	-0.36	0.51	-0.02	0.31
YNR034W	0.99	0.14	-0.48	-0.05	-0.56	-0.42	-0.29	-0.02	-0.15	-0.25	-0.08	0.2	0.46	0.51
YNR035C	0.67	0.08	-0.12	-0.28	-0.42	-0.55	-0.42	-0.06	-0.01	0.04	-0.12	0.53	0.46	0.21
YNR036C	-0.06	-0.75	-0.39	-0.22	-0.35	-0.32	-0.39	0.37	0.3	0.21	0.13	0.33	0.76	0.37
YNR037C	-0.04		-0.32	-0.16	-0.11	-0.49	-0.2	-0.01	0.35	0.18	-0.2	0.48	0.4	0.14
YNR038W	-0.84	-0.27	0.55	0.41	0.42	0.12	-0.25	-0.04	-0.1	0.37	0.09	-0.31	-0.27	0.11
YNR039C	-0.03	-0.11	-0.19	-0.23	0.17	0.28	-0.09	-0.05	-0.09	0.28	-0.21	0.16	0.04	0.06
YNR040W	-0.68	-0.09	0.61	0.26	0.12	0	0	0.1	-0.04	0.03	0.05	0.07	-0.74	0.31
YNR041C	-0.93	-0.52	-0.38	-0.12	-0.2	0.3	0.14	0.19	0.32	0.17	-0.05	0.49	0.33	0.26
YNR042W	-0.88	-0.83	-0.34	-0.32	-0.02	0.35	0.16	0.45	0.35	0.46	0.03	0.1	0.33	0.16
YNR043W	-1.18	0.13	-0.27	-0.23	0.1	0.39	0.21	0.21	0.15	0.25	-0.09	0.25	-0.15	0.24
YNR044W	-1	-0.5	-0.07	-0.05	0.11	0.64	0.41	0.42	0.13	0.17	0	-0.12	-0.1	-0.03
YNR045W	0.33	0.19	-0.39	-0.66	-0.21	0.07	-0.02	0.16	0.14	0.19	-0.07	0.24	0.01	0.02
YNR046W	-0.5	-0.12	0.16	0.24	0.4	0.21	0.15	-0.04	-0.07	-0.07	-0.07	-0.05	-0.34	0.09
YNR047W	0.7	0.17	-0.15	-0.32	-0.01	0	-0.24	-0.13	0.1	0.08	-0.3	0.32	-0.28	0.08
YNR048W	-0.36	-0.24	-0.13	-0.03	0.17	0.5	0.14	0.37	0.27	0.24	-0.01	-0.13	-0.4	-0.42
YNR049C	0.44	0.16	-0.44	-0.26	-0.03	0.12	-0.3	0.22	0.13	-0.03	-0.05	0.1	0.1	-0.15
YNR050C	-0.91	-0.62	-0.41	0.41	0.64	0.41	0.09	0.43	0.16	0.29	0.05	-0.04	-0.27	-0.24
YNR051C	0.4	-0.01	-0.32	-0.06	-0.04	0	0.19	0.03	-0.11	0.15	0.2	-0.23	0.02	-0.21
YNR052C	-0.01	-0.46	-0.38	0.49	-0.07	0.02	0.01	0.2	0.04	0.02	0.08	-0.02	0.08	-0.01
YNR053C	-1.38	-0.17	-0.06	0.62	0.95	0.76	0.28	0.08	-0.01	0.57	-0.38	-0.64	-0.33	-0.29
YNR054C	-1.21	-0.27	0.07	0.33	0.35	0.42	0.09	0.2	-0.09	0.33	0.19	-0.33	-0.23	0.16
YNR055C	0.32	-0.36	-0.09	-0.02	-0.23	-0.21	-0.23	0.11	0.21	-0.1	0.07	0.19	0.27	0.05
YNR056C	-0.26	-0.26	0.33	0.5	0.23	-0.26	0.01	0.23	0	0.01	0.11	-0.08	-0.73	0.16
YNR057C	0.02	0.19	0.13	-0.05	0.08	0.18	-0.26	-0.19	0.08	0.04	0.11	-0.53	0.02	0.18
YNR058W	-0.39	-0.11	0.31	0.25	0.11	0.02	-0.05	0.1	0.1	0.02	0.26	0	-0.82	0.18
YNR059W	0.72	-0.17	-0.06	0.26	0.18	-0.21	-0.1	-0.02	0.02	-0.19	0.09	-0.08	-0.28	-0.15
YNR060W	0.02	0.02	1.23	0.2	0.29	0.04	0.14	-0.01	-0.63	-0.17	0.02	-0.51	-0.53	-0.1
YNR061C	-0.29	0.04	0.08	0.21	0.02	-0.01	0.05	0.02	-0.04	-0.16	0.05	0.05	0.04	-0.07
YNR062C	-0.02	-0.38	-0.11	-0.09	0.4	0.49	0.1	-0.21	0.22	-0.11	-0.13	0.17	-0.45	0.13
YNR063W	-0.19	-0.14	-0.14	-0.05	0.22	-0.14	-0.19	0.05	0.33	-0.01	-0.24	0.47		0.05
YNR064C	0.13	-0.21	-0.05	-0.1	0.26	0.08	-0.05	-0.07	-0.08	-0.02	0.08	0	-0.03	0.06
YNR065C	-0.18	-0.22	-0.2	-0.49	-0.18	-0.41	-0.06	-0.12	0.51	0.21	0.2	0.34	0.71	-0.12
YNR066C	0.32	0.28	-0.39	0.28	0.14	0.2	0.14	-0.05	-0.23	0	0.35	-0.14	-0.87	-0.05
YNR067C	0.93	-0.59	-0.67	-1.51	-1.01	-1.51	-1.44	-1.01	-0.01	0.52	0.75	1.97	2.08	1.5
YNR068C	0.66	0.12	0.26	0.35	0.23	-0.2	-0.03	-0.26	-0.12	-0.37	0.01	-0.18	-0.24	-0.22
YNR069C	0.27	0.21		0.72	0.04	0.07	0.29	-0.18	-0.41	-0.41	0.24	-0.02	-1.06	0.23
YNR070W	1.1	0.08	0.05	0.15	0.2	-0.15	0.05	-0.09	-0.3	-0.37	-0.13	-0.23	-0.33	-0.05
YNR071C	0.19	0.09		-0.09	0	-0.19	-0.12	0.11	0.38	0.02	0.17	-0.14	-0.58	0.15
YNR072W	-0.14	0.02	-0.13	0.07	0.37	0.2	-0.02	0.07	0.06	-0.06	-0.02	-0.08	-0.32	-0.03
YNR073C	-0.36	-0.25		-0.21	0.25	-0.3	-0.07	-0.02	0.25	0.26	-0.23	0.52		0.17
YNR074C	0.08	-0.01	-0.19	-0.07	0.18	0.25	-0.05	0.19	-0.17	0.04	0.21	-0.17	-0.49	0.19
YNR075W	0.04	0.13	0.31	0.08	-0.01	0.13	0.27	0.04	-0.49	-0.17	-0.01	0.04	-0.38	0.01
YNR076W	-0.11	-0.01	-0.13	-0.1	-0.02	0.02	-0.07	0.24	0.05	-0.16	0.06	0.06	0.03	0.13
YNR077C	-0.13	-0.07	0.07	0.08	0.1	0.08	0.02	-0.25	0.08	0.03	0.16	-0.07	-0.11	0
YOL001W	-0.02	-0.01	-0.05	0.2	0.23	0.24	0.11	-0.26	-0.28	-0.19	0.4	-0.07	-0.24	-0.05
YOL002C	-0.22	0.31	-0.1	-0.16	0.15	0.01	0.13	-0.04	-0.06	0.05	0.22	-0.18	-0.1	-0.02
YOL003C	-0.61	-0.07	-0.16	-0.08	0.13	0.02	-0.14	0.29	-0.08	0.12	0.19	0.03	0.09	0.27
YOL004W	-0.19	-0.17	-0.45	0.19	-0.32	-0.23	-0.17	0.3	0.3	0.17	0.23	0.21	-0.09	0.22
YOL005C	-0.7	0.02	-0.01	-0.17	-0.16	-0.2	-0.23	0.33	0.09	0.09	0.16	0.08	0.37	0.35
YOL006C	-0.9	-0.31	-0.08	0.12	0.31	0.33	0.12	0	0.08	0.05	-0.2	0.11	0.41	-0.06
YOL007C	-1.92	-1.36	0.18	0.24	0.44	0.5	0.62	0.76	0.26	0.91	0.36	-0.04	-1.02	0.06
YOL008W	0.06	-0.43	-0.23	-0.36	0.17	0.26	0.26	0.1	0.01	0.17	0.1	-0.01	-0.16	0.06
YOL009C	-0.08	-0.33	-0.45	-0.01	0.08	0.05	-0.22	0.05	0.29	0.27	-0.18	0.24	0.03	0.26
YOL010W	-0.5	0.05	0.02	0.21	0.57	0.57	0.13	0.19	-0.16	0.08	-0.09	-0.53	-0.26	-0.28
YOL011W	-0.85	-0.22	-0.5	-0.28	-0.06	0.11	-0.04	0.2	0.31	0.45	-0.06	0.28	0.37	0.3
YOL012C	0.32	-0.47	-0.54	-1.04	-0.61	0.1	0.28	0.8	0.34	0.23	0.28	0.39	0.17	-0.24
YOL013C	0.56	-0.38	-0.42	-0.33	-0.21	-0.16	-0.08	0.12	0.05	0.05	0.12	0.24	0.31	0.15
YOL014W	0.6	-0.09	0.18	-0.51	0.12	0.14	0.2	0.24	-0.78	0.04	0.37	-0.09	-0.4	-0.02
YOL015W			-0.17	0.36	0.33	0.23	0.47	-0.04	0.06	-0.25	0.14	-0.06	-0.88	-0.19
YOL016C	1.75	-0.19	0.17	0.31	-0.83	0.04	-0.07	-0.18	-0.51	-0.56	-0.07	0.22	-0.21	0.14
YOL017W	-0.31		-0.38	-0.06	0.28	0.31	0.52	0.44	0.15	0.33	-0.17	-0.27	-0.64	-0.19
YOL018C	0.6	-0.04	-0.41	-0.57	-0.02	0.12	0.09	0.12	0.01	-0.18	-0.07	0.23	0.09	0.03
YOL019W	-1.07		-1.07	-0.61	-0.06	0.21	0.38	0.32	0.12	0.35	0.36	0.53	0.29	0.25
YOL020W	-0.54	-0.1	-0.19	-0.1	0.23	0.21	0.37	0.18	0.08	0.05	-0.31	0.14	0.07	-0.1
YOL021C	-0.98	-0.3	-0.25	-0.05	0.08	-0.12	0.01	0.41	0.04	0.49	0.29	0.16	-0.09	0.29
YOL022C	-0.23	0.12	0.04	0.24	0.62	0.24	0.22	0.02	-0.36	-0.01	0.1	-0.36	-0.49	-0.15
YOL023W	-0.22	-0.39	0.15	-0.15	0.02	-0.11	0.19	0.11	-0.15	0.02	0.49	-0.06	0.02	0.08
YOL024W	0.39	-0.01	0.24	0.42	0.2	-0.04	0.2	-0.24	0.07	-0.2	-0.08	-0.64	-0.16	-0.14
YOL025W	1	-0.01	-0.2	0.16	0.06	-0.16	0.23	-0.18	-0.45	-0.31	0.15	0.05	-0.45	0.12
YOL026C	0.29	0.13	0.15	-0.11	-0.02	-0.1	0.11	0	-0.08	-0.33	-0.05	0	-0.07	0.07
YOL027C	-0.48	-0.52	-0.23	0.19	0.3	-0.07	0.12	0.26	-0.1	-0.09	0.37	0.09	0.11	0.06
YOL028C	-0.47	-0.1	0	0.2	0.57	0.24	0.29	-0.09	-0.07	-0.21	0.15	-0.41	-0.06	-0.04
YOL029C	-0.62	-0.26	-0.12	-0.36	0.07	-0.05	0.24	0.38	0	0.13	0.4	0.09	0	0.1
YOL030W	-0.5	-0.62	-0.38	-0.17	-0.08	0.1	0.48	0.24	0.23	0.15	0.25	0.2	0.06	0.03
YOL031C	-0.55	-0.37	0.22	-0.39	0.06	0.16	0.01	0.33	0.08	0.27	0.11	0.23	-0.35	0.17
YOL032W	1.71	-0.22	0	0.08	-0.39	-0.39	-0.19	-0.2	-0.13	-0.37	-0.09	0.05	0.11	0.05
YOL033W	-0.14	-0.29	-0.32	0.08	0.06	0.16	-0.07	0.24	0.31	0.21	-0.24	0.06	-0.07	0
YOL034W	-0.6	-0.26	-0.07	0	0	0.18	0.19	0.16	0.3	0.16	-0.3	0.04	0.3	-0.11
YOL035C	0.25	-0.36	-0.05	0.42	0.37	0.22	-0.01	-0.01	-0.06	-0.11	-0.14	-0.29	-0.16	-0.08
YOL036W	0.34	0.35	0.44	0.02	0.05	-0.09	-0.33	-0.09	-0.14	0.02	-0.35	0.13	-0.16	-0.2
YOL037C	0.4	-0.43	-0.47	0.03	0.1	0.26	-0.14	0.03	0.19	0.13	-0.09	-0.16	0.07	0.06
YOL038W	0.82	0.71	-0.2	-0.3	-0.22	-0.32	-0.54	0.08	0.02	-0.18	0.16	0.08	0.12	-0.22
YOL039W	-0.86	-0.79	0.05	0.01	0.28	0.26	0.46	0.53	0.3	0.15	-0.03	-0.08	-0.24	-0.04
YOL040C	-0.91	-0.11	0.04	0.09	0.18	0.38	0.41	0.49	0.08	0.14	-0.17	0.02	-0.37	-0.28
YOL041C	-0.62	0.01	0.1	0.73	1.12	0.69	0.45	0.05	-0.35	-0.2	0.13	-0.76	-0.89	-0.46
YOL042W	0.37	-0.09	-0.21	-0.21	0.01	-0.09	-0.12	0.09	0.22	0.11	-0.03	0.09	-0.03	-0.12
YOL043C	0.24	-0.72	-0.36	-0.01	0.21	0.18	-0.11	0.24	0.12	-0.08	0.13	0.06	-0.04	0.16
YOL044W	0.91	-0.02	-0.02	-0.11	-0.11	-0.36	-0.28	-0.04	-0.07	-0.09	-0.23	0.14	0.23	0.06
YOL045W	-0.4	-0.61	0.43	0.09	0.03	0.03	0.18	0.27	0.21	0.15	-0.25	-0.02	-0.17	0.06
YOL046C	0.91	-0.22	-0.24	-0.26	0.06	-0.13	0.13	-0.17	0.04	-0.26	0.06	-0.17	0.1	0.16
YOL047C	0.69	0.34	0.03	-0.47	-0.04	-0.12	0.18	-0.42	-0.24	-0.63	-0.01	0.37	0.1	0.23
YOL048C	1.34	0.04	0.26	-0.02	-0.36	-0.49	-0.28	-0.36	-0.07	-0.49	0.04	-0.02	0.27	0.13
YOL049W	-0.24	0.09	-0.06	-0.44	-0.22	-0.28	-0.19	0.08	0.05	0.15	0.24	0.27	0.31	0.25
YOL050C	0.23	-0.02	0.95	0.47	0.12	-0.11	0.08	-0.23	-0.35	-0.21	0.08	-0.37	-0.28	-0.35
YOL051W	-0.08	0.14	-0.33	0.25	-0.12	0	0.4	0	-0.05	-0.09	0.07	0	-0.09	-0.11
YOL052C	-0.46	-0.17	0.15	0.27	0.27	0.08	0.23	0.18	-0.12	-0.1	0.18	-0.15	-0.34	-0.01
YOL053W	0.7	-0.18	-0.14	0.02	0.05	-0.2	-0.18	0.11	0	-0.14	-0.24	0.16	-0.03	0.07
YOL054W	0.03	-0.12	-0.03	-0.33	0.27	0.03	0.14	0.04	-0.28	0.03	0.27	-0.08	-0.19	0.21
YOL055C	-0.29	-0.07	0.09	0.29	0.39	-0.01	-0.23	-0.09	-0.05	0.11	-0.07	-0.07	-0.01	0.02
YOL056W	0.22	-0.44	-0.08	-0.49	0.21	0.25	-0.19	0.29	-0.03	-0.12	0.23	0.11	0	0.05
YOL057W	0.15	0.05	-0.03	-0.06	0.06	-0.07	0.03	0.02	-0.04	0.08	-0.04	0.05	-0.09	-0.11
YOL058W	-0.91	-0.51	-0.17	0.08	0.49	0.19	-0.41	0.08	0.04	0.16	0.12	0.26	0	0.58
YOL059W	1.35	0.01	0.1	0.19	-0.14	-0.28	-0.14	-0.07	-0.26	-0.33	-0.28	-0.07	-0.04	-0.07
YOL060C	0.21	-0.27	-0.13	-0.36	-0.1	-0.12	-0.37	0.16	0.28	0.04	0.02	0.32	0.05	0.28
YOL061W	-0.09	-0.06	0	0.16	0.11	0.01	0.16	0.21	-0.02	0	-0.31	-0.07	-0.07	-0.02
YOL062C	0.16		-0.54	-0.33	-0.04	-0.21	-0.29	0.07	0.3	0.32	-0.04	0.31	0.01	0.27
YOL063C	0.96	0.25	-0.32	-0.16	0.01	-0.19	-0.06	-0.08	0.07	-0.19	-0.14	0.08	-0.16	-0.06
YOL064C	0.13	-0.41	-0.11	-0.25	0.35	0.13	-0.29	-0.03	0.21	-0.04	0.13	0.06	0.02	0.09
YOL065C	0.88	0.14	0.21	-0.2	-0.2	-0.48	-0.07	0.05	-0.05	-0.14	-0.3	0.12	0.08	-0.03
YOL066C	-0.28	-0.3	-0.38	0.24	0.02	0.08	0.04	-0.1	0.4	0.31	-0.52	0.08	-0.01	0.4
YOL067C	0.76	0.16	-0.14	-0.4	-0.03	-0.29	-0.11	-0.01	0.03	-0.09	-0.34	0.12	0.32	0.02
YOL068C	0.14	-0.12	0.42	-0.31	-0.17	-0.25	-0.06	0.02	-0.14	0.13	0.2	-0.05	0.16	0.02
YOL069W	0.37	-0.22	0	0.15	0.03	-0.33	-0.04	0	0.01	-0.04	0.21	-0.04	0.07	-0.18
YOL070C	-0.68	-0.23	0.03	-0.63	-0.36	-0.44	0.12	0.15	0.06	0.14	0.53	0.55	0.12	0.62
YOL071W	0.41	-0.41	0.03	0.1	-0.23	-0.45	-0.32	0.11	0.02	-0.15	0.1	0.32	0.28	0.19
YOL072W	0.52	0.02	0.11	-0.12	-0.09	-0.12	-0.03	-0.06	-0.26	-0.18	0.09	0.02	0.2	-0.1
YOL073C	0.28	0.1	-0.11	-0.13	-0.15	-0.47	-0.13	0.05	0.13	-0.07	-0.25	0.17	0.26	0.32
YOL075C	-0.18	0.09	0.21	0.18	0.14	-0.02	0.02	-0.15	-0.06	-0.07	-0.2	0.06	-0.06	0.04
YOL076W	-0.58	-0.21	-0.07	0.14	0.18	0.2	0.08	-0.16	-0.12	0.2	0.31	-0.1	-0.03	0.17
YOL077C	-1.2	-0.18	0.01	0.72	1.23	0.79	0.66	0.04	-0.4	-0.08	0.31	-0.66	-0.75	-0.47
YOL078W	0.49	0.17	0.11	0.2	0.43	0.14	-0.03	0.08	-0.28	-0.22	-0.34	-0.05	-0.52	-0.22
YOL079W	-0.61	0.06	0.17	0.45	0.53	0.26	0.26	-0.04	-0.28	-0.08	0	-0.31	-0.33	-0.1
YOL080C	-0.42	-0.34	-0.12	0.2	0.31	0.36	0.17	-0.25	0.15	0.37	-0.04	-0.2	-0.14	-0.06
YOL081W	0.21	0.33	-0.49	0.03	-0.14	-0.04	0.63	-0.35	0.12	0.32	-0.05	0.28	-0.63	-0.22
YOL082W	0.52	0.01	-0.34	0.17	-0.57	-0.42	-0.54	-0.09	0.28	-0.22	-0.24	0.55	0.53	0.35
YOL083W	1.38	0.46	0.18	0.15	-0.05	-0.81	-0.42	-0.23	-0.1	-0.38	-0.18	-0.03	0.05	-0.01
YOL084W	0.52	-0.05	0.54	0.57	-0.84	-0.88	-0.84	-0.65	0.42	-0.99	-1.43	0.57	1.47	1.6
YOL085C	0.57	0.1	0.01	0.22	-0.08	-0.64	-0.29	-0.21	0.08	-0.18	-0.38	0.06	0.43	0.32
YOL086C	-0.67	-0.19	-0.02	-0.48	-0.04	-0.27	-0.43	0.28	0.46	0.32	0	0.4	0.38	0.26
YOL087C	0.57	0.04	-0.06	-0.17	-0.3	-0.37	-0.06	0.02	0.19	0.02	-0.3	0.28	0.22	-0.06
YOL088C	0.04	-0.17	-0.27	-0.41	0.17	0.25	0.11	0.14	0.06	-0.15	0.21	0.2	-0.12	-0.07
YOL089C	0.78	0.15	-0.15	-0.09	0.04	-0.15	0.06	-0.13	0.04	-0.22	-0.22	0.04	-0.04	-0.11
YOL090W	-1.16	-0.97	-0.42	0.05	0.32	0.66	0.6	0.23	0.58	0.33	0.13	-0.08	-0.28	0.03
YOL091W	-0.07	-0.17	-0.12	0	0.36	0.12	0.12	0.09	0.28	-0.15	-0.17	-0.12	-0.07	-0.1
YOL092W	-0.54	-0.11	-0.12	-0.01	0.17	0.2	0.42	0.17	-0.21	0.06	0.23	-0.14	-0.29	0.16
YOL093W	-0.53	-0.32	-0.07	0.6	0.5	0.31	0.43		-0.1	-0.03	-0.12	-0.3	-0.17	-0.2
YOL094C	-0.02	0.04	-2.17	0.04	0.5	0.42	0.44	0.25	-0.02	-0.03	0.22	0	0	0.33
YOL095C	0.09	-0.13	0.07	0.37	0.35	-0.04	0.32	-1.23	-0.04	0.13	0.24	0	-0.11	0
YOL096C	0.64	1.22	-0.09	-0.65	-0.51	-0.47	0.09	0.02	-0.38	-0.03	-0.12	0.04		0.24
YOL097C	-0.9	-0.44	-0.4	0.53	0.74	0.48	0.43	0.28	-0.05	-0.11	0.23	-0.26	-0.34	-0.18
YOL098C	-0.46	-0.03	0.11	-0.21	-0.07	-0.25	0.47	-0.16	0.11	0.28	0.03	0.28	-0.27	0.16
YOL099C	0.46	-0.03	0.04	0.28	0.28	-0.15	-0.03	-0.1	-0.14	-0.19	0.02	-0.04	-0.31	-0.1
